team_id,season,season_elo
1101,2014,1330.4269543685778
1101,2015,1215.4751430657495
1101,2016,1222.1732731277689
1101,2017,1238.5376553325066
1101,2018,1295.4189215612535
1101,2019,1466.1701349704247
1102,1985,1410.2542968835894
1102,1986,1345.316473469112
1102,1987,1362.4116573887054
1102,1988,1312.2255290559797
1102,1989,1384.3249206983085
1102,1990,1392.9898159893542
1102,1991,1340.7123280991912
1102,1992,1300.731742592198
1102,1993,1299.6076386587013
1102,1994,1277.8660236726244
1102,1995,1300.59758248641
1102,1996,1250.8351537658098
1102,1997,1275.329631040717
1102,1998,1299.8636321727738
1102,1999,1340.5380712917447
1102,2000,1321.3490129221393
1102,2001,1330.370861990985
1102,2002,1365.8040808182122
1102,2003,1445.178904471682
1102,2004,1642.233703275714
1102,2005,1681.0148903805402
1102,2006,1741.195401310736
1102,2007,1795.906593116008
1102,2008,1669.61939045476
1102,2009,1499.2835893705926
1102,2010,1422.507654138491
1102,2011,1503.5748086087679
1102,2012,1484.2946912617087
1102,2013,1565.609541279214
1102,2014,1474.314446356741
1102,2015,1497.9460515575615
1102,2016,1452.4034141598593
1102,2017,1434.205356135776
1102,2018,1412.7326598746445
1102,2019,1444.83268539562
1103,1985,1447.0783479642243
1103,1986,1533.543773962513
1103,1987,1569.665476418455
1103,1988,1612.4480617236454
1103,1989,1660.801289790167
1103,1990,1571.3600303427834
1103,1991,1498.0187433068793
1103,1992,1467.2584140071256
1103,1993,1376.567836516893
1103,1994,1326.3422233836343
1103,1995,1309.658568956286
1103,1996,1249.0494951434098
1103,1997,1334.8401059664186
1103,1998,1514.463557062407
1103,1999,1591.5183390904738
1103,2000,1595.2561057429505
1103,2001,1522.8959120753348
1103,2002,1430.229017772286
1103,2003,1488.830609092145
1103,2004,1492.7052171056027
1103,2005,1593.402213055824
1103,2006,1674.5445864632532
1103,2007,1759.9620697049832
1103,2008,1717.335555597666
1103,2009,1694.8761495647686
1103,2010,1674.4461039076602
1103,2011,1658.2728170746202
1103,2012,1690.7198949403642
1103,2013,1755.6235378108522
1103,2014,1661.248704966676
1103,2015,1623.981510112945
1103,2016,1673.0831009764818
1103,2017,1684.5081790582324
1103,2018,1504.9123796975784
1103,2019,1519.8338398188296
1104,1985,1622.1813159124647
1104,1986,1701.3739460391898
1104,1987,1812.2237902395498
1104,1988,1628.4515225485798
1104,1989,1718.0256295096647
1104,1990,1776.8728673016544
1104,1991,1789.6864335926389
1104,1992,1778.9552573223248
1104,1993,1734.4505368116693
1104,1994,1731.342386551696
1104,1995,1786.7042402087031
1104,1996,1707.6890496666554
1104,1997,1681.9179117665353
1104,1998,1649.3215336974513
1104,1999,1650.6771379483353
1104,2000,1615.8304353433412
1104,2001,1722.9921711906027
1104,2002,1819.5277183044957
1104,2003,1800.8558693713512
1104,2004,1820.3228851712943
1104,2005,1895.5209012111889
1104,2006,1824.2411299620403
1104,2007,1772.99974849054
1104,2008,1743.1479029531383
1104,2009,1735.8894874766931
1104,2010,1734.7821894094957
1104,2011,1774.678690614601
1104,2012,1819.8933368919538
1104,2013,1809.509792245133
1104,2014,1715.4966780158204
1104,2015,1735.0397837881221
1104,2016,1740.4384433747866
1104,2017,1762.1785525099083
1104,2018,1784.5460808380053
1104,2019,1755.6386169613868
1105,2000,1468.3885213579213
1105,2001,1433.9158602006496
1105,2002,1446.6055260253684
1105,2003,1288.171400876101
1105,2004,1250.6673051228754
1105,2005,1325.6024886192379
1105,2006,1314.087980401395
1105,2007,1207.5232476241747
1105,2008,1230.0261546842396
1105,2009,1160.6603261308883
1105,2010,1147.876177555673
1105,2011,1177.427002893257
1105,2012,1104.7411337574763
1105,2013,1100.4138294339841
1105,2014,1155.2879021784672
1105,2015,1133.438731647427
1105,2016,1138.438338249901
1105,2017,1023.7283565143929
1105,2018,954.1369898099935
1105,2019,963.1247518009949
1106,1985,1459.9096173180967
1106,1986,1408.0494885134412
1106,1987,1390.5510237703902
1106,1988,1309.4265006313635
1106,1989,1354.5142644865628
1106,1990,1373.1206687440792
1106,1991,1425.8660199798505
1106,1992,1389.5803586660866
1106,1993,1397.1977205993746
1106,1994,1449.1569114389317
1106,1995,1378.7924909790092
1106,1996,1226.8905332536692
1106,1997,1206.1019565247525
1106,1998,1229.1964641727016
1106,1999,1255.7759237502516
1106,2000,1287.819224336381
1106,2001,1434.8579740437428
1106,2002,1421.1076964591234
1106,2003,1360.7942423349305
1106,2004,1358.883707315835
1106,2005,1324.1482405596425
1106,2006,1282.8185946490212
1106,2007,1219.2533316027275
1106,2008,1345.346084537688
1106,2009,1416.1200012497795
1106,2010,1367.8465777409554
1106,2011,1328.257536798202
1106,2012,1240.4834152904778
1106,2013,1152.3143053805506
1106,2014,1216.0008837734588
1106,2015,1282.8953418948697
1106,2016,1250.8717999941173
